date,main,aftermath,dd_overlay,hv_ladder,portfolio_total
2017-02-23,406.92,0.00,0.00,227.43,634.35
2017-02-24,402.11,0.00,0.00,239.62,641.74
2017-02-27,-4.80,0.00,0.00,166.38,161.58
2017-02-28,-4.80,0.00,0.00,166.38,161.58
2017-03-01,-4.80,0.00,0.00,166.38,161.58
2017-03-02,-4.80,0.00,0.00,119.98,115.18
2017-03-03,-4.80,0.00,0.00,81.68,76.88
2017-03-06,-4.80,0.00,0.00,9.73,4.92
2017-03-07,-4.80,0.00,0.00,9.73,4.92
2017-03-08,-4.80,0.00,0.00,9.73,4.92
2017-03-09,-4.80,0.00,0.00,9.73,4.92
2017-03-10,-4.80,0.00,0.00,13.57,8.77
2017-03-13,-4.80,0.00,0.00,13.57,8.77
2017-03-14,-4.80,0.00,0.00,13.57,8.77
2017-03-15,-4.80,0.00,0.00,13.57,8.77
2017-03-16,-4.80,0.00,0.00,13.57,8.77
2017-03-17,-4.80,0.00,0.00,13.57,8.77
2017-03-20,-4.80,0.00,0.00,13.57,8.77
2017-03-21,-4.80,0.00,0.00,13.57,8.77
2017-03-22,-4.80,0.00,0.00,13.57,8.77
2017-03-23,-4.80,0.00,0.00,13.57,8.77
2017-03-24,-4.80,0.00,0.00,76.64,71.84
2017-03-27,-4.80,0.00,0.00,76.64,71.84
2017-03-28,-4.80,0.00,0.00,76.64,71.84
2017-03-29,-4.80,0.00,0.00,40.80,36.00
2017-03-30,-25.53,0.00,0.00,40.80,15.27
2017-03-31,-20.73,0.00,0.00,40.80,20.07
2017-04-03,-20.73,0.00,0.00,40.80,20.07
2017-04-04,-20.73,0.00,0.00,40.80,20.07
2017-04-05,-20.73,0.00,0.00,105.11,84.39
2017-04-06,-20.73,0.00,0.00,92.93,72.20
2017-04-07,-20.73,0.00,0.00,92.93,72.20
2017-04-10,-20.73,0.00,0.00,92.93,72.20
2017-04-11,-20.73,0.00,0.00,92.93,72.20
2017-04-12,-20.73,0.00,0.00,92.93,72.20
2017-04-13,0.00,0.00,0.00,131.23,131.23
2017-04-17,0.00,0.00,0.00,131.23,131.23
2017-04-18,0.00,0.00,0.00,131.23,131.23
2017-04-19,0.00,0.00,0.00,131.23,131.23
2017-04-20,0.00,0.00,0.00,131.23,131.23
2017-04-21,0.00,0.00,0.00,127.38,127.38
2017-04-24,41.57,0.00,0.00,171.27,212.84
2017-04-25,41.57,0.00,0.00,171.27,212.84
2017-04-26,41.57,0.00,0.00,108.20,149.77
2017-04-27,41.57,0.00,0.00,108.20,149.77
2017-04-28,41.57,0.00,0.00,108.20,149.77
2017-05-01,41.57,0.00,0.00,144.31,185.88
2017-05-02,41.57,0.00,0.00,144.31,185.88
2017-05-03,41.57,0.00,0.00,144.31,185.88
2017-05-04,41.57,0.00,0.00,144.31,185.88
2017-05-05,41.57,0.00,0.00,144.31,185.88
2017-05-08,41.57,0.00,0.00,112.84,154.41
2017-05-09,41.57,0.00,0.00,112.84,154.41
2017-05-10,41.57,0.00,0.00,112.84,154.41
2017-05-11,41.57,0.00,0.00,112.84,154.41
2017-05-12,41.57,0.00,0.00,112.84,154.41
2017-05-15,41.57,0.00,0.00,151.30,192.87
2017-05-16,41.57,0.00,0.00,151.30,192.87
2017-05-17,41.57,0.00,0.00,151.30,192.87
2017-05-18,0.00,0.00,0.00,151.30,151.30
2017-05-19,244.96,0.00,0.00,151.30,396.25
2017-05-22,244.96,0.00,0.00,151.30,396.25
2017-05-23,244.96,0.00,0.00,151.30,396.25
2017-05-24,244.96,0.00,0.00,151.30,396.25
2017-05-25,244.96,0.00,0.00,151.30,396.25
2017-05-26,244.96,0.00,0.00,151.30,396.25
2017-05-30,244.96,0.00,0.00,180.10,425.06
2017-05-31,244.96,0.00,0.00,180.10,425.06
2017-06-01,244.96,0.00,0.00,180.10,425.06
2017-06-02,244.96,0.00,0.00,136.22,381.17
2017-06-05,244.96,0.00,0.00,136.22,381.17
2017-06-06,244.96,0.00,0.00,136.22,381.17
2017-06-07,244.96,0.00,0.00,136.22,381.17
2017-06-08,244.96,0.00,0.00,136.22,381.17
2017-06-09,244.96,0.00,0.00,179.54,424.49
2017-06-12,244.96,0.00,0.00,143.43,388.38
2017-06-13,244.96,0.00,0.00,143.43,388.38
2017-06-14,244.96,0.00,0.00,143.43,388.38
2017-06-15,244.96,0.00,0.00,143.43,388.38
2017-06-16,244.96,0.00,0.00,186.52,431.48
2017-06-19,244.96,0.00,0.00,153.68,398.63
2017-06-20,244.96,0.00,0.00,153.68,398.63
2017-06-21,244.96,0.00,0.00,153.68,398.63
2017-06-22,244.96,0.00,0.00,153.68,398.63
2017-06-23,418.52,0.00,0.00,188.43,606.95
2017-06-26,173.56,0.00,0.00,149.98,323.54
2017-06-27,173.56,0.00,0.00,149.98,323.54
2017-06-28,173.56,0.00,0.00,149.98,323.54
2017-06-29,173.56,0.00,0.00,149.98,323.54
2017-06-30,173.56,0.00,0.00,149.98,323.54
2017-07-03,173.56,0.00,0.00,149.98,323.54
2017-07-05,173.56,0.00,0.00,149.98,323.54
2017-07-06,173.56,0.00,0.00,149.98,323.54
2017-07-07,173.56,0.00,0.00,149.98,323.54
2017-07-10,173.56,0.00,0.00,152.76,326.32
2017-07-11,173.56,0.00,0.00,123.95,297.51
2017-07-12,173.56,0.00,0.00,123.95,297.51
2017-07-13,173.56,0.00,0.00,123.95,297.51
2017-07-14,173.56,0.00,0.00,123.95,297.51
2017-07-17,173.56,0.00,0.00,123.95,297.51
2017-07-18,173.56,0.00,0.00,123.95,297.51
2017-07-19,173.56,0.00,0.00,116.93,290.49
2017-07-20,173.56,0.00,0.00,73.61,247.17
2017-07-21,173.56,0.00,0.00,73.61,247.17
2017-07-24,173.56,0.00,0.00,73.61,247.17
2017-07-25,173.56,0.00,0.00,73.61,247.17
2017-07-26,173.56,0.00,0.00,22.89,196.45
2017-07-27,173.56,0.00,0.00,22.89,196.45
2017-07-28,163.91,0.00,0.00,22.89,186.80
2017-07-31,-9.65,0.00,0.00,22.89,13.24
2017-08-01,-9.65,0.00,0.00,22.89,13.24
2017-08-02,-9.65,0.00,0.00,22.89,13.24
2017-08-03,-9.65,0.00,0.00,59.00,49.34
2017-08-04,-9.65,0.00,0.00,24.24,14.58
2017-08-07,-9.65,0.00,0.00,24.24,14.58
2017-08-08,-9.65,0.00,0.00,24.24,14.58
2017-08-09,-9.65,0.00,0.00,24.24,14.58
2017-08-10,-9.65,0.00,0.00,24.24,14.58
2017-08-11,0.00,0.00,0.00,24.24,24.24
2017-08-14,-407.80,0.00,0.00,24.24,-383.56
2017-08-15,-407.80,0.00,0.00,24.24,-383.56
2017-08-16,-407.80,0.00,0.00,24.24,-383.56
2017-08-17,-407.80,0.00,0.00,24.24,-383.56
2017-08-18,0.00,0.00,0.00,21.46,21.46
2017-08-21,0.00,0.00,0.00,21.46,21.46
2017-08-22,175.23,0.00,0.00,21.46,196.69
2017-08-23,175.23,0.00,0.00,21.46,196.69
2017-08-24,175.23,0.00,0.00,21.46,196.69
2017-08-25,175.23,0.00,0.00,21.46,196.69
2017-08-28,175.23,0.00,0.00,21.46,196.69
2017-08-29,175.23,0.00,0.00,28.48,203.71
2017-08-30,175.23,0.00,0.00,28.48,203.71
2017-08-31,175.23,0.00,0.00,83.73,258.96
2017-09-01,175.23,0.00,0.00,83.73,258.96
2017-09-05,175.23,0.00,0.00,83.73,258.96
2017-09-06,175.23,0.00,0.00,91.36,266.58
2017-09-07,175.23,0.00,0.00,91.36,266.58
2017-09-08,175.23,0.00,0.00,91.36,266.58
2017-09-11,175.23,0.00,0.00,157.62,332.85
2017-09-12,175.23,0.00,0.00,157.62,332.85
2017-09-13,175.23,0.00,0.00,157.62,332.85
2017-09-14,175.23,0.00,0.00,121.52,296.75
2017-09-15,175.23,0.00,0.00,121.52,296.75
2017-09-18,175.23,0.00,0.00,169.45,344.68
2017-09-19,175.23,0.00,0.00,169.45,344.68
2017-09-20,175.23,0.00,0.00,169.45,344.68
2017-09-21,463.47,0.00,0.00,169.45,632.91
2017-09-22,288.24,0.00,0.00,169.45,457.69
2017-09-25,288.24,0.00,0.00,228.12,516.35
2017-09-26,288.24,0.00,0.00,228.12,516.35
2017-09-27,288.24,0.00,0.00,228.12,516.35
2017-09-28,288.24,0.00,0.00,228.12,516.35
2017-09-29,288.24,0.00,0.00,228.12,516.35
2017-10-02,288.24,0.00,0.00,272.66,560.90
2017-10-03,288.24,0.00,0.00,217.41,505.65
2017-10-04,288.24,0.00,0.00,217.41,505.65
2017-10-05,288.24,0.00,0.00,217.41,505.65
2017-10-06,288.24,0.00,0.00,151.14,439.38
2017-10-09,288.24,0.00,0.00,186.36,474.60
2017-10-10,288.24,0.00,0.00,186.36,474.60
2017-10-11,288.24,0.00,0.00,186.36,474.60
2017-10-12,288.24,0.00,0.00,186.36,474.60
2017-10-13,288.24,0.00,0.00,186.36,474.60
2017-10-16,288.24,0.00,0.00,186.36,474.60
2017-10-17,288.24,0.00,0.00,186.36,474.60
2017-10-18,288.24,0.00,0.00,186.36,474.60
2017-10-19,288.24,0.00,0.00,186.36,474.60
2017-10-20,288.24,0.00,0.00,226.86,515.10
2017-10-23,288.24,0.00,0.00,120.26,408.50
2017-10-24,288.24,0.00,0.00,120.26,408.50
2017-10-25,581.58,0.00,0.00,120.26,701.83
2017-10-26,293.34,0.00,0.00,120.26,413.60
2017-10-27,293.34,0.00,0.00,160.02,453.36
2017-10-30,293.34,0.00,0.00,160.02,453.36
2017-10-31,293.34,0.00,0.00,160.02,453.36
2017-11-01,293.34,0.00,0.00,160.02,453.36
2017-11-02,293.34,0.00,0.00,160.02,453.36
2017-11-03,293.34,0.00,0.00,203.18,496.52
2017-11-06,293.34,0.00,0.00,158.64,451.98
2017-11-07,293.34,0.00,0.00,158.64,451.98
2017-11-08,293.34,0.00,0.00,158.64,451.98
2017-11-09,293.34,0.00,0.00,158.64,451.98
2017-11-10,293.34,0.00,0.00,158.64,451.98
2017-11-13,293.34,0.00,0.00,158.64,451.98
2017-11-14,293.34,0.00,0.00,158.64,451.98
2017-11-15,293.34,0.00,0.00,158.64,451.98
2017-11-16,293.34,0.00,0.00,246.91,540.25
2017-11-17,293.34,0.00,0.00,211.69,505.03
2017-11-20,293.34,0.00,0.00,211.69,505.03
2017-11-21,293.34,0.00,0.00,211.69,505.03
2017-11-22,293.34,0.00,0.00,211.69,505.03
2017-11-24,293.34,0.00,0.00,211.69,505.03
2017-11-27,293.34,0.00,0.00,211.69,505.03
2017-11-28,293.34,0.00,0.00,211.69,505.03
2017-11-29,689.58,0.00,0.00,211.69,901.27
2017-11-30,396.24,0.00,0.00,274.95,671.19
2017-12-01,396.24,0.00,0.00,234.45,630.69
2017-12-04,396.24,0.00,0.00,234.45,630.69
2017-12-05,396.24,0.00,0.00,234.45,630.69
2017-12-06,396.24,0.00,0.00,234.45,630.69
2017-12-07,396.24,0.00,0.00,303.82,700.06
2017-12-08,396.24,0.00,0.00,264.06,660.30
2017-12-11,396.24,0.00,0.00,175.79,572.03
2017-12-12,396.24,0.00,0.00,132.63,528.87
2017-12-13,396.24,0.00,0.00,132.63,528.87
2017-12-14,396.24,0.00,0.00,223.07,619.31
2017-12-15,396.24,0.00,0.00,223.07,619.31
2017-12-18,396.24,0.00,0.00,223.07,619.31
2017-12-19,396.24,0.00,0.00,223.07,619.31
2017-12-20,396.24,0.00,0.00,223.07,619.31
2017-12-21,396.24,0.00,0.00,286.46,682.70
2017-12-22,396.24,0.00,0.00,286.46,682.70
2017-12-26,396.24,0.00,0.00,286.46,682.70
2017-12-27,396.24,0.00,0.00,286.46,682.70
2017-12-28,396.24,0.00,0.00,286.46,682.70
2017-12-29,396.24,0.00,0.00,286.46,682.70
2018-01-02,396.24,0.00,0.00,286.46,682.70
2018-01-03,396.24,0.00,0.00,355.64,751.88
2018-01-04,1028.28,0.00,0.00,223.02,1251.30
2018-01-05,632.04,0.00,0.00,132.57,764.61
2018-01-08,632.04,0.00,0.00,132.57,764.61
2018-01-09,632.04,0.00,0.00,132.57,764.61
2018-01-10,632.04,0.00,0.00,21.67,653.72
2018-01-11,632.04,0.00,0.00,21.67,653.72
2018-01-12,632.04,0.00,0.00,21.67,653.72
2018-01-16,632.04,0.00,0.00,21.67,653.72
2018-01-17,632.04,0.00,0.00,21.67,653.72
2018-01-18,632.04,0.00,0.00,-94.83,537.22
2018-01-19,632.04,0.00,0.00,-94.83,537.22
2018-01-22,632.04,0.00,0.00,-158.21,473.83
2018-01-23,632.04,0.00,0.00,-158.21,473.83
2018-01-24,632.04,0.00,0.00,-158.21,473.83
2018-01-25,632.04,0.00,0.00,-312.58,319.46
2018-01-26,632.04,0.00,0.00,-312.58,319.46
2018-01-29,632.04,0.00,0.00,-381.77,250.28
2018-01-30,632.04,0.00,0.00,-381.77,250.28
2018-01-31,632.04,0.00,0.00,-381.77,250.28
2018-02-01,632.04,0.00,0.00,-432.22,199.82
2018-02-02,632.04,0.00,0.00,-432.22,199.82
2018-02-05,632.04,0.00,0.00,-432.22,199.82
2018-02-06,0.00,0.00,157.12,-432.22,-275.10
2018-02-07,0.00,169.86,157.12,-432.22,-105.24
2018-02-08,0.00,342.87,157.12,-432.22,67.77
2018-02-09,0.00,342.87,157.12,-432.22,67.77
2018-02-12,0.00,342.87,157.12,-432.22,67.77
2018-02-13,0.00,342.87,157.12,-432.22,67.77
2018-02-14,0.00,342.87,157.12,-432.22,67.77
2018-02-15,0.00,342.87,157.12,-432.22,67.77
2018-02-16,0.00,342.87,157.12,-432.22,67.77
2018-02-20,0.00,342.87,157.12,-432.22,67.77
2018-02-21,0.00,342.87,157.12,-432.22,67.77
2018-02-22,212.33,342.87,157.12,-321.33,390.99
2018-02-23,212.33,173.00,157.12,-321.33,221.13
2018-02-26,212.33,0.00,157.12,-536.60,-167.15
2018-02-27,212.33,0.00,157.12,-536.60,-167.15
2018-02-28,212.33,0.00,157.12,-536.60,-167.15
2018-03-01,212.33,0.00,157.12,-420.10,-50.65
2018-03-02,212.33,0.00,157.12,-420.10,-50.65
2018-03-05,212.33,0.00,157.12,-420.10,-50.65
2018-03-06,212.33,0.00,157.12,-420.10,-50.65
2018-03-07,212.33,0.00,157.12,-420.10,-50.65
2018-03-08,212.33,0.00,157.12,-265.73,103.72
2018-03-09,212.33,0.00,0.00,-310.12,-97.79
2018-03-12,212.33,0.00,0.00,-310.12,-97.79
2018-03-13,212.33,0.00,0.00,-310.12,-97.79
2018-03-14,212.33,0.00,0.00,-310.12,-97.79
2018-03-15,212.33,0.00,0.00,-259.67,-47.33
2018-03-16,256.12,0.00,0.00,-259.67,-3.55
2018-03-19,43.79,0.00,0.00,-259.67,-215.88
2018-03-20,43.79,0.00,0.00,-259.67,-215.88
2018-03-21,43.79,0.00,0.00,-259.67,-215.88
2018-03-22,43.79,0.00,0.00,-259.67,-215.88
2018-03-23,43.79,0.00,0.00,-259.67,-215.88
2018-03-26,43.79,0.00,0.00,-259.67,-215.88
2018-03-27,43.79,0.00,0.00,-259.67,-215.88
2018-03-28,43.79,0.00,0.00,-259.67,-215.88
2018-03-29,43.79,0.00,0.00,-259.67,-215.88
2018-04-02,43.79,0.00,0.00,-259.67,-215.88
2018-04-03,43.79,0.00,0.00,-259.67,-215.88
2018-04-04,43.79,0.00,0.00,-259.67,-215.88
2018-04-05,43.79,0.00,0.00,-259.67,-215.88
2018-04-06,43.79,0.00,0.00,-259.67,-215.88
2018-04-09,43.79,0.00,0.00,-44.39,-0.60
2018-04-10,43.79,0.00,0.00,-44.39,-0.60
2018-04-11,43.79,0.00,0.00,-44.39,-0.60
2018-04-12,43.79,0.00,0.00,-44.39,-0.60
2018-04-13,43.79,0.00,0.00,-44.39,-0.60
2018-04-16,43.79,0.00,0.00,-44.39,-0.60
2018-04-17,43.79,0.00,0.00,-44.39,-0.60
2018-04-18,43.79,0.00,0.00,-44.39,-0.60
2018-04-19,43.79,0.00,0.00,-44.39,-0.60
2018-04-20,328.21,0.00,0.00,0.00,328.21
2018-04-23,284.43,0.00,0.00,0.00,284.43
2018-04-24,284.43,0.00,0.00,0.00,284.43
2018-04-25,284.43,0.00,0.00,0.00,284.43
2018-04-26,284.43,0.00,0.00,0.00,284.43
2018-04-27,284.43,0.00,0.00,0.00,284.43
2018-04-30,284.43,0.00,0.00,0.00,284.43
2018-05-01,284.43,0.00,0.00,0.00,284.43
2018-05-02,284.43,0.00,0.00,0.00,284.43
2018-05-03,284.43,0.00,0.00,0.00,284.43
2018-05-04,284.43,0.00,0.00,0.00,284.43
2018-05-07,284.43,0.00,0.00,0.00,284.43
2018-05-08,284.43,0.00,0.00,0.00,284.43
2018-05-09,559.94,0.00,0.00,84.00,643.94
2018-05-10,275.51,0.00,0.00,84.00,359.51
2018-05-11,275.51,0.00,0.00,84.00,359.51
2018-05-14,275.51,0.00,0.00,84.00,359.51
2018-05-15,275.51,0.00,0.00,84.00,359.51
2018-05-16,275.51,0.00,0.00,108.47,383.98
2018-05-17,275.51,0.00,0.00,108.47,383.98
2018-05-18,275.51,0.00,0.00,108.47,383.98
2018-05-21,275.51,0.00,0.00,108.47,383.98
2018-05-22,275.51,0.00,0.00,108.47,383.98
2018-05-23,275.51,0.00,0.00,107.47,382.98
2018-05-24,275.51,0.00,0.00,107.47,382.98
2018-05-25,275.51,0.00,0.00,107.47,382.98
2018-05-29,275.51,0.00,0.00,107.47,382.98
2018-05-30,275.51,0.00,0.00,107.47,382.98
2018-05-31,275.51,0.00,0.00,182.12,457.63
2018-06-01,275.51,0.00,0.00,182.12,457.63
2018-06-04,275.51,0.00,0.00,182.12,457.63
2018-06-05,275.51,0.00,0.00,182.12,457.63
2018-06-06,275.51,0.00,0.00,182.12,457.63
2018-06-07,275.51,0.00,0.00,148.64,424.15
2018-06-08,275.51,0.00,0.00,148.64,424.15
2018-06-11,275.51,0.00,0.00,148.64,424.15
2018-06-12,275.51,0.00,0.00,148.64,424.15
2018-06-13,-10.28,0.00,0.00,148.64,138.36
2018-06-14,-285.79,0.00,0.00,148.64,-137.15
2018-06-15,-285.79,0.00,0.00,148.64,-137.15
2018-06-18,-285.79,0.00,0.00,148.64,-137.15
2018-06-19,-285.79,0.00,0.00,148.64,-137.15
2018-06-20,-285.79,0.00,0.00,148.64,-137.15
2018-06-21,-285.79,0.00,0.00,231.13,-54.67
2018-06-22,-285.79,0.00,0.00,231.13,-54.67
2018-06-25,-285.79,0.00,0.00,231.13,-54.67
2018-06-26,-285.79,0.00,0.00,231.13,-54.67
2018-06-27,-285.79,0.00,0.00,206.65,-79.14
2018-06-28,0.00,0.00,0.00,206.65,206.65
2018-06-29,0.00,0.00,0.00,206.65,206.65
2018-07-02,0.00,0.00,0.00,206.65,206.65
2018-07-03,0.00,0.00,0.00,206.65,206.65
2018-07-05,0.00,0.00,0.00,339.80,339.80
2018-07-06,319.81,0.00,0.00,339.80,659.62
2018-07-09,319.81,0.00,0.00,265.16,584.97
2018-07-10,319.81,0.00,0.00,265.16,584.97
2018-07-11,319.81,0.00,0.00,265.16,584.97
2018-07-12,319.81,0.00,0.00,320.41,640.22
2018-07-13,319.81,0.00,0.00,320.41,640.22
2018-07-16,319.81,0.00,0.00,320.41,640.22
2018-07-17,319.81,0.00,0.00,320.41,640.22
2018-07-18,319.81,0.00,0.00,320.41,640.22
2018-07-19,319.81,0.00,0.00,332.87,652.68
2018-07-20,319.81,0.00,0.00,332.87,652.68
2018-07-23,319.81,0.00,0.00,332.87,652.68
2018-07-24,319.81,0.00,0.00,332.87,652.68
2018-07-25,319.81,0.00,0.00,250.38,570.19
2018-07-26,319.81,0.00,0.00,164.09,483.90
2018-07-27,319.81,0.00,0.00,164.09,483.90
2018-07-30,319.81,0.00,0.00,164.09,483.90
2018-07-31,319.81,0.00,0.00,164.09,483.90
2018-08-01,319.81,0.00,0.00,164.09,483.90
2018-08-02,319.81,0.00,0.00,215.51,535.33
2018-08-03,319.81,0.00,0.00,215.51,535.33
2018-08-06,319.81,0.00,0.00,215.51,535.33
2018-08-07,319.81,0.00,0.00,215.51,535.33
2018-08-08,319.81,0.00,0.00,215.51,535.33
2018-08-09,531.69,0.00,0.00,215.51,747.21
2018-08-10,211.88,0.00,0.00,215.51,427.39
2018-08-13,211.88,0.00,0.00,215.51,427.39
2018-08-14,211.88,0.00,0.00,215.51,427.39
2018-08-15,211.88,0.00,0.00,215.51,427.39
2018-08-16,211.88,0.00,0.00,289.69,501.57
2018-08-17,211.88,0.00,0.00,289.69,501.57
2018-08-20,211.88,0.00,0.00,289.69,501.57
2018-08-21,211.88,0.00,0.00,289.69,501.57
2018-08-22,211.88,0.00,0.00,234.44,446.32
2018-08-23,211.88,0.00,0.00,234.44,446.32
2018-08-24,211.88,0.00,0.00,269.91,481.79
2018-08-27,211.88,0.00,0.00,206.93,418.81
2018-08-28,211.88,0.00,0.00,206.93,418.81
2018-08-29,211.88,0.00,0.00,206.93,418.81
2018-08-30,211.88,0.00,0.00,206.93,418.81
2018-08-31,211.88,0.00,0.00,206.93,418.81
2018-09-04,211.88,0.00,0.00,206.93,418.81
2018-09-05,211.88,0.00,0.00,23.38,235.26
2018-09-06,211.88,0.00,0.00,-22.48,189.40
2018-09-07,211.88,0.00,0.00,-22.48,189.40
2018-09-10,211.88,0.00,0.00,-22.48,189.40
2018-09-11,211.88,0.00,0.00,-22.48,189.40
2018-09-12,211.88,0.00,0.00,-196.34,15.54
2018-09-13,105.06,0.00,0.00,-247.77,-142.71
2018-09-14,-106.82,0.00,0.00,-247.77,-354.59
2018-09-17,-106.82,0.00,0.00,-247.77,-354.59
2018-09-18,-106.82,0.00,0.00,-247.77,-354.59
2018-09-19,-106.82,0.00,0.00,-817.64,-924.46
2018-09-20,-106.82,0.00,0.00,-891.81,-998.63
2018-09-21,-106.82,0.00,0.00,-891.81,-998.63
2018-09-24,-106.82,0.00,0.00,-891.81,-998.63
2018-09-25,-106.82,0.00,0.00,-891.81,-998.63
2018-09-26,-106.82,0.00,0.00,-891.81,-998.63
2018-09-27,-106.82,0.00,0.00,-891.81,-998.63
2018-09-28,-106.82,0.00,0.00,-891.81,-998.63
2018-10-01,-106.82,0.00,0.00,-891.81,-998.63
2018-10-02,-106.82,0.00,0.00,-891.81,-998.63
2018-10-03,-106.82,0.00,0.00,-1256.16,-1362.98
2018-10-04,-106.82,0.00,0.00,-1256.16,-1362.98
2018-10-05,-106.82,0.00,0.00,-1291.64,-1398.46
2018-10-08,-106.82,0.00,0.00,-1291.64,-1398.46
2018-10-09,-106.82,0.00,0.00,-1291.64,-1398.46
2018-10-10,-106.82,0.00,0.00,-1291.64,-1398.46
2018-10-11,0.00,0.00,-139.86,-1291.64,-1431.50
2018-10-12,0.00,0.00,-139.86,-1291.64,-1431.50
2018-10-15,0.00,0.00,-139.86,-1291.64,-1431.50
2018-10-16,0.00,0.00,-139.86,-1108.09,-1247.94
2018-10-17,0.00,0.00,-139.86,-1108.09,-1247.94
2018-10-18,243.63,0.00,-139.86,-1108.09,-1004.32
2018-10-19,243.63,0.00,-139.86,-1108.09,-1004.32
2018-10-22,243.63,0.00,-139.86,-1108.09,-1004.32
2018-10-23,243.63,0.00,-139.86,-934.23,-830.46
2018-10-24,243.63,0.00,-139.86,-934.23,-830.46
2018-10-25,243.63,0.00,-139.86,-934.23,-830.46
2018-10-26,243.63,0.00,-139.86,-934.23,-830.46
2018-10-29,243.63,0.00,-139.86,-934.23,-830.46
2018-10-30,243.63,0.00,-139.86,-364.36,-260.59
2018-10-31,243.63,0.00,-139.86,-364.36,-260.59
2018-11-01,243.63,0.00,-139.86,-364.36,-260.59
2018-11-02,243.63,0.00,-139.86,-364.36,-260.59
2018-11-05,243.63,0.00,-139.86,-364.36,-260.59
2018-11-06,243.63,0.00,-139.86,-364.36,-260.59
2018-11-07,85.11,0.00,-139.86,-364.36,-419.10
2018-11-08,-158.52,0.00,-139.86,-364.36,-662.73
2018-11-09,-158.52,0.00,-139.86,-364.36,-662.73
2018-11-12,-158.52,0.00,-139.86,-364.36,-662.73
2018-11-13,-158.52,0.00,0.00,0.00,-158.52
2018-11-14,-158.52,0.00,0.00,0.00,-158.52
2018-11-15,-158.52,0.00,0.00,0.00,-158.52
2018-11-16,-158.52,0.00,0.00,0.00,-158.52
2018-11-19,-158.52,0.00,0.00,0.00,-158.52
2018-11-20,-158.52,0.00,0.00,0.00,-158.52
2018-11-21,-158.52,0.00,0.00,0.00,-158.52
2018-11-23,-158.52,0.00,0.00,0.00,-158.52
2018-11-26,-158.52,0.00,0.00,0.00,-158.52
2018-11-27,-158.52,0.00,0.00,0.00,-158.52
2018-11-28,-158.52,0.00,0.00,0.00,-158.52
2018-11-29,-158.52,0.00,0.00,0.00,-158.52
2018-11-30,-158.52,0.00,0.00,0.00,-158.52
2018-12-03,-158.52,0.00,0.00,0.00,-158.52
2018-12-04,-158.52,0.00,0.00,0.00,-158.52
2018-12-06,-158.52,0.00,0.00,0.00,-158.52
2018-12-07,-158.52,0.00,0.00,0.00,-158.52
2018-12-10,-158.52,0.00,0.00,0.00,-158.52
2018-12-11,-158.52,0.00,0.00,0.00,-158.52
2018-12-12,-158.52,0.00,0.00,0.00,-158.52
2018-12-13,-158.52,0.00,0.00,0.00,-158.52
2018-12-14,0.00,0.00,0.00,0.00,0.00
2018-12-17,0.00,0.00,0.00,0.00,0.00
2018-12-18,0.00,0.00,0.00,0.00,0.00
2018-12-19,0.00,0.00,0.00,0.00,0.00
2018-12-20,0.00,0.00,0.00,0.00,0.00
2018-12-21,0.00,0.00,0.00,0.00,0.00
2018-12-24,0.00,0.00,0.00,0.00,0.00
2018-12-26,0.00,141.28,0.00,0.00,141.28
2018-12-27,0.00,302.80,0.00,0.00,302.80
2018-12-28,0.00,302.80,0.00,0.00,302.80
2018-12-31,0.00,302.80,0.00,0.00,302.80
2019-01-02,0.00,302.80,107.00,0.00,409.79
2019-01-03,0.00,302.80,107.00,0.00,409.79
2019-01-04,0.00,302.80,107.00,0.00,409.79
2019-01-07,0.00,302.80,107.00,0.00,409.79
2019-01-08,0.00,302.80,107.00,0.00,409.79
2019-01-09,0.00,302.80,107.00,0.00,409.79
2019-01-10,74.37,302.80,107.00,0.00,484.16
2019-01-11,74.37,161.52,107.00,0.00,342.89
2019-01-14,74.37,0.00,107.00,0.00,181.37
2019-01-15,74.37,0.00,107.00,0.00,181.37
2019-01-16,74.37,0.00,107.00,0.00,181.37
2019-01-17,74.37,0.00,107.00,0.00,181.37
2019-01-18,74.37,0.00,107.00,114.40,295.77
2019-01-22,74.37,0.00,107.00,114.40,295.77
2019-01-23,74.37,0.00,107.00,114.40,295.77
2019-01-24,74.37,0.00,107.00,114.40,295.77
2019-01-25,74.37,0.00,107.00,114.40,295.77
2019-01-28,74.37,0.00,107.00,291.08,472.45
2019-01-29,74.37,0.00,107.00,291.08,472.45
2019-01-30,74.37,0.00,107.00,291.08,472.45
2019-01-31,470.50,0.00,107.00,291.08,868.58
2019-02-01,470.50,0.00,107.00,291.08,868.58
2019-02-04,470.50,0.00,107.00,368.97,946.47
2019-02-05,470.50,0.00,107.00,368.97,946.47
2019-02-06,470.50,0.00,107.00,368.97,946.47
2019-02-07,470.50,0.00,107.00,368.97,946.47
2019-02-08,470.50,0.00,107.00,368.97,946.47
2019-02-11,470.50,0.00,107.00,465.12,1042.61
2019-02-12,470.50,0.00,107.00,465.12,1042.61
2019-02-13,832.44,0.00,107.00,465.12,1404.55
2019-02-14,436.31,0.00,107.00,288.43,831.74
2019-02-15,361.94,0.00,107.00,288.43,757.37
2019-02-19,361.94,0.00,107.00,239.62,708.55
2019-02-20,361.94,0.00,107.00,239.62,708.55
2019-02-21,361.94,0.00,107.00,239.62,708.55
2019-02-22,361.94,0.00,107.00,239.62,708.55
