date,year,vix,ivr,ivp,iv_signal,trend,regime,strategy_key_actual,state
2011-04-06,2011,16.9,4.8,13.1,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-07,2011,17.11,5.5,13.5,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-08,2011,17.87,8.0,24.7,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-11,2011,16.59,3.8,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-15,2011,15.32,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-20,2011,15.07,0.0,0.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-25,2011,15.77,3.5,2.4,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-26,2011,15.62,3.0,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-04-27,2011,15.35,2.1,1.2,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-02,2011,15.99,4.4,6.8,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-03,2011,16.7,6.7,13.5,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-04,2011,17.08,7.9,16.3,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-05,2011,18.2,11.5,31.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-06,2011,18.4,12.1,33.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-09,2011,17.16,8.1,17.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-10,2011,15.91,4.1,6.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-11,2011,16.95,7.5,15.9,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-12,2011,16.03,4.5,7.6,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-13,2011,17.07,7.9,17.5,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-18,2011,16.23,5.2,9.2,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-19,2011,15.52,3.5,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2011-05-31,2011,15.45,3.8,2.4,LOW,BULLISH,NORMAL,,a_double_blocked
2011-07-01,2011,15.87,8.3,6.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-07-05,2011,16.06,9.7,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2011-07-06,2011,16.34,11.6,13.1,LOW,BULLISH,NORMAL,,a_double_blocked
2011-07-07,2011,15.95,9.0,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-07-08,2011,15.95,9.0,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2011-07-19,2011,19.21,31.1,54.6,NEUTRAL,BULLISH,NORMAL,,d_open
2011-07-20,2011,19.09,30.2,53.4,NEUTRAL,BULLISH,NORMAL,,d_open
2011-07-21,2011,17.56,19.9,31.5,LOW,BULLISH,NORMAL,,a_double_blocked
2011-07-22,2011,17.52,19.6,29.5,LOW,BULLISH,NORMAL,,a_double_blocked
2011-07-25,2011,19.35,32.0,57.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2011-07-26,2011,20.23,38.0,65.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2011-12-21,2011,21.43,20.4,55.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2011-12-22,2011,21.16,19.6,54.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2011-12-23,2011,20.73,18.3,51.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2011-12-27,2011,21.91,21.8,56.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2012-01-05,2012,21.48,20.6,53.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-01-06,2012,20.63,18.0,47.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-01-09,2012,21.07,19.3,50.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-01-10,2012,20.69,18.2,47.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-01-11,2012,21.05,19.3,50.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-01-12,2012,20.47,17.5,45.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-01-13,2012,20.91,18.8,49.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-01-18,2012,20.89,18.8,48.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-01-19,2012,19.87,15.7,40.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2012-01-20,2012,18.28,11.0,30.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-01-23,2012,18.67,12.1,33.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-01-24,2012,18.91,12.9,35.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-01-25,2012,18.31,11.1,30.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-01-26,2012,18.57,11.8,32.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-01-27,2012,18.53,11.7,32.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-01-30,2012,19.4,14.3,38.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-01-31,2012,19.44,14.4,39.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-01,2012,18.55,11.8,32.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-02,2012,17.98,10.1,25.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-03,2012,17.1,7.4,17.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-06,2012,17.76,9.4,22.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-07,2012,17.65,9.1,21.5,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-08,2012,18.16,10.6,26.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-09,2012,18.63,12.0,33.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-10,2012,20.79,18.5,47.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-02-13,2012,19.04,13.2,34.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-14,2012,19.54,14.7,39.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-15,2012,21.14,19.5,51.0,NEUTRAL,BULLISH,NORMAL,,d_open
2012-02-16,2012,19.22,13.8,35.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-17,2012,17.78,9.5,20.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-21,2012,18.19,10.7,24.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-22,2012,18.19,10.7,24.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-23,2012,16.8,6.5,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-24,2012,17.31,8.1,15.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-27,2012,18.19,10.7,25.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-28,2012,17.96,10.0,22.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-02-29,2012,18.43,11.4,30.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-01,2012,17.26,7.9,15.5,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-02,2012,17.29,8.0,16.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-05,2012,18.05,10.3,24.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-06,2012,20.87,18.7,48.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-03-07,2012,19.07,13.3,36.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-08,2012,17.95,10.0,23.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-09,2012,17.11,7.5,14.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-12,2012,15.64,3.1,3.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-14,2012,15.31,2.1,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-15,2012,15.42,2.4,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-19,2012,15.04,1.7,2.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-20,2012,15.58,3.3,5.2,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-21,2012,15.13,2.0,2.8,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-22,2012,15.57,3.3,5.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-27,2012,15.59,3.9,7.2,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-28,2012,15.47,3.6,6.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-29,2012,15.48,3.6,6.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-03-30,2012,15.5,3.7,6.8,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-02,2012,15.64,4.1,9.2,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-03,2012,15.66,4.1,10.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-04,2012,16.44,6.5,15.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-05,2012,16.7,7.2,17.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-09,2012,18.81,13.5,39.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-12,2012,17.2,8.7,21.5,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-17,2012,18.46,12.4,34.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-26,2012,16.24,5.9,12.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-27,2012,16.32,6.1,12.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-04-30,2012,17.15,8.6,17.5,LOW,BULLISH,NORMAL,,a_double_blocked
2012-05-01,2012,16.6,6.9,13.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-05-02,2012,16.88,7.8,14.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-06-29,2012,17.08,8.4,12.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-02,2012,16.8,7.5,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-03,2012,16.66,7.1,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-05,2012,17.5,9.6,15.5,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-06,2012,17.1,8.4,11.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-09,2012,17.98,11.0,18.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-13,2012,16.74,7.4,9.2,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-16,2012,17.11,8.4,12.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-17,2012,16.48,6.6,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-18,2012,16.16,5.6,6.8,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-19,2012,15.45,3.5,3.2,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-20,2012,16.27,6.0,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-23,2012,18.62,12.9,28.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-26,2012,17.53,9.7,17.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-27,2012,16.7,7.2,10.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-30,2012,18.03,11.2,22.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-07-31,2012,18.93,13.8,33.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-01,2012,18.96,13.9,33.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-02,2012,17.57,9.8,19.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-03,2012,15.64,4.1,6.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-06,2012,15.95,5.0,7.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-07,2012,15.99,5.5,8.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-08,2012,15.32,3.4,2.8,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-09,2012,15.28,3.3,2.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-21,2012,15.02,4.9,4.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-22,2012,15.11,5.2,5.2,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-23,2012,15.96,7.8,12.4,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-24,2012,15.18,5.4,6.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-27,2012,16.35,9.1,15.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-28,2012,16.49,9.5,16.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-29,2012,17.06,11.3,20.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-30,2012,17.83,13.7,28.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-08-31,2012,17.47,12.6,25.5,LOW,BULLISH,NORMAL,,a_double_blocked
2012-09-04,2012,17.98,14.2,30.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-09-05,2012,17.74,13.4,27.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-09-06,2012,15.6,6.7,10.8,LOW,BULLISH,NORMAL,,a_double_blocked
2012-09-10,2012,16.28,8.8,15.5,LOW,BULLISH,NORMAL,,a_double_blocked
2012-09-11,2012,16.41,9.2,16.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-09-12,2012,15.8,7.3,13.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-09-25,2012,15.43,6.2,11.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-09-26,2012,16.81,10.5,25.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-09-28,2012,15.73,7.1,17.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-10-01,2012,16.32,9.0,20.7,LOW,BULLISH,NORMAL,,a_double_blocked
2012-10-02,2012,15.71,8.3,17.1,LOW,BULLISH,NORMAL,,a_double_blocked
2012-10-03,2012,15.43,8.1,12.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-10-08,2012,15.11,7.3,10.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-10-09,2012,16.37,12.9,23.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-10-15,2012,15.27,8.0,11.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-10-16,2012,15.22,7.8,11.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-10-17,2012,15.07,7.1,10.0,LOW,BULLISH,NORMAL,,a_double_blocked
2012-10-18,2012,15.03,7.0,9.6,LOW,BULLISH,NORMAL,,a_double_blocked
2012-12-11,2012,15.57,16.0,19.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-12-12,2012,15.95,18.9,26.3,LOW,BULLISH,NORMAL,,a_double_blocked
2012-12-17,2012,16.34,21.9,31.5,LOW,BULLISH,NORMAL,,a_double_blocked
2012-12-18,2012,15.57,16.0,19.9,LOW,BULLISH,NORMAL,,a_double_blocked
2012-12-19,2012,17.36,29.6,48.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-12-20,2012,17.67,31.9,52.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-12-21,2012,17.84,33.2,54.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2012-12-24,2012,17.84,33.2,54.6,NEUTRAL,BULLISH,NORMAL,,d_open
2012-12-31,2012,18.02,34.6,58.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-02-21,2013,15.22,20.3,27.1,LOW,BULLISH,NORMAL,,a_double_blocked
2013-02-25,2013,18.99,46.6,82.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-02-26,2013,16.87,31.8,55.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-02-28,2013,15.51,22.3,34.3,LOW,BULLISH,NORMAL,,a_double_blocked
2013-03-01,2013,15.36,21.3,31.1,LOW,BULLISH,NORMAL,,a_double_blocked
2013-04-15,2013,17.27,38.9,65.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-05-31,2013,16.3,32.6,62.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-06-03,2013,16.28,32.4,62.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-06-04,2013,16.27,32.4,61.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-06-06,2013,16.63,39.8,69.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-06-07,2013,15.14,29.6,48.2,NEUTRAL,BULLISH,NORMAL,,d_open
2013-06-10,2013,15.44,31.9,53.4,NEUTRAL,BULLISH,NORMAL,,d_open
2013-06-11,2013,17.07,44.5,75.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-06-13,2013,16.41,39.4,66.5,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-06-17,2013,16.8,48.2,73.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-06-18,2013,16.61,46.5,70.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-09-27,2013,15.46,36.4,64.5,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-10-01,2013,15.54,37.1,65.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-10-02,2013,16.6,46.4,78.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-10-04,2013,16.74,47.6,82.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-10-10,2013,16.48,45.4,74.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-10-11,2013,15.72,38.7,66.1,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2013-10-14,2013,16.07,41.8,70.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-10-15,2013,18.66,64.4,95.2,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-12-05,2013,15.08,33.1,70.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-12-11,2013,15.42,36.1,74.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-12-12,2013,15.54,37.1,75.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-12-13,2013,15.76,39.1,77.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-12-16,2013,16.03,41.4,79.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2013-12-17,2013,16.21,43.0,80.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-02-19,2014,15.5,41.4,74.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-03-03,2014,16.0,46.4,79.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-03-13,2014,16.22,48.5,81.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-03-14,2014,17.82,64.3,94.4,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-03-17,2014,15.64,39.6,75.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-03-19,2014,15.12,34.2,71.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-03-21,2014,15.0,32.9,70.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-03-24,2014,15.09,33.9,70.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-12-09,2014,15.35,33.6,79.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-12-10,2014,18.53,54.9,95.6,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-12-11,2014,20.08,65.3,97.2,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-12-18,2014,16.81,43.4,88.0,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-12-19,2014,16.49,41.3,86.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-12-22,2014,15.25,33.0,77.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-12-29,2014,15.06,31.7,74.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-12-30,2014,15.92,37.5,82.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2014-12-31,2014,19.2,59.4,94.8,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-01-02,2015,17.79,50.0,91.2,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-01-08,2015,17.01,44.7,86.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-02-10,2015,17.23,46.2,85.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-02-11,2015,16.96,44.4,82.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-02-12,2015,15.34,33.6,70.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-02-17,2015,15.8,36.7,73.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-02-18,2015,15.45,34.3,70.1,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-02-19,2015,15.29,33.2,69.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-03-06,2015,15.2,32.6,68.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-03-09,2015,15.06,31.7,66.1,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-03-16,2015,15.61,35.4,71.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-03-17,2015,15.66,35.7,72.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-10-08,2015,17.42,19.2,71.3,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-10-09,2015,17.08,18.0,69.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-10-12,2015,16.17,14.8,64.5,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-10-15,2015,16.05,14.4,62.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-10-16,2015,15.05,11.0,51.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2015-10-20,2015,15.75,13.4,61.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-10-21,2015,16.7,16.7,68.1,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-10-26,2015,15.29,11.8,57.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-10-27,2015,15.43,12.3,60.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-10-30,2015,15.07,11.0,54.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2015-11-04,2015,15.51,12.5,61.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-11-05,2015,15.05,11.0,52.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2015-11-09,2015,16.52,16.0,67.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-11-10,2015,15.29,11.8,56.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-11-11,2015,16.06,14.5,64.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-11-12,2015,18.37,22.5,76.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-11-13,2015,20.08,28.4,83.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-11-16,2015,18.16,21.7,74.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-11-17,2015,18.84,24.1,77.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2015-11-18,2015,16.85,17.2,68.1,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-11-19,2015,16.99,17.7,69.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-11-20,2015,15.47,12.4,57.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-11-23,2015,15.62,12.9,59.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-11-24,2015,15.93,14.0,61.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-11-25,2015,15.19,11.4,50.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2015-11-27,2015,15.12,11.2,49.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2015-11-30,2015,16.13,14.7,63.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-12-02,2015,15.91,13.9,60.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-12-07,2015,15.84,13.5,59.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2015-12-08,2015,17.6,19.6,72.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2016-03-01,2016,17.7,20.0,62.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-02,2016,17.09,17.9,61.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-03,2016,16.7,16.5,57.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-04,2016,16.86,17.1,58.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-07,2016,17.35,18.8,61.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-08,2016,18.67,23.3,66.1,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-09,2016,18.34,22.2,64.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-10,2016,18.05,21.2,62.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-11,2016,16.5,15.8,54.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2016-03-14,2016,16.92,17.3,57.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-15,2016,16.84,17.0,56.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-03-28,2016,15.24,11.4,43.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2016-04-05,2016,15.42,12.1,45.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2016-04-07,2016,16.16,14.6,52.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2016-04-08,2016,15.36,11.8,44.6,NEUTRAL,BULLISH,NORMAL,,d_open
2016-04-11,2016,16.26,15.0,53.0,NEUTRAL,BULLISH,NORMAL,,d_open
2016-04-28,2016,15.22,11.4,41.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-04-29,2016,15.7,13.0,47.4,NEUTRAL,BULLISH,NORMAL,,d_open
2016-05-03,2016,15.6,12.7,46.2,NEUTRAL,BULLISH,NORMAL,,d_open
2016-05-04,2016,16.05,14.2,49.4,NEUTRAL,BULLISH,NORMAL,,d_open
2016-06-10,2016,17.03,17.6,58.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-06-21,2016,18.48,22.7,63.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-06-23,2016,17.25,18.4,56.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2016-06-30,2016,15.63,12.8,40.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2018-02-02,2018,17.31,100.0,100.0,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2018-02-26,2018,15.8,23.6,93.2,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2018-03-12,2018,15.78,23.6,89.6,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2018-05-29,2018,17.02,28.0,82.9,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2018-05-31,2018,15.43,22.3,74.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2019-01-18,2019,17.8,26.3,59.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
