date,vix,regime,ivr,ivp,spx,trend,trend_gap,vix_5d_avg,strategy,strategy_key,hv_spell_age,bearish_streak,ivp63,ivp252,regime_decay,local_spike,iv_signal
2010-08-27,24.45,HIGH_VOL,29.4,60.6,1064.59,BEARISH,-1.81,26.33,Bear Call Spread (High Vol),bear_call_spread_hv,18,7,27.4,60.6,True,False,NEUTRAL
2010-08-30,27.21,HIGH_VOL,38.5,82.1,1048.92,BEARISH,-3.14,26.64,Reduce / Wait,,21,8,69.4,82.1,False,False,HIGH
2010-08-31,26.05,HIGH_VOL,34.7,76.1,1049.33,BEARISH,-2.98,26.36,Iron Condor (High Vol),iron_condor_hv,22,9,56.5,76.1,False,False,HIGH
2010-09-01,23.89,HIGH_VOL,27.5,54.6,1080.29,NEUTRAL,-0.09,25.79,Iron Condor (High Vol),iron_condor_hv,23,0,17.7,54.6,True,False,NEUTRAL
2010-09-02,23.19,HIGH_VOL,25.2,49.4,1090.1,NEUTRAL,0.82,24.96,Iron Condor (High Vol),iron_condor_hv,24,0,12.9,49.4,False,False,NEUTRAL
2010-09-03,21.31,NORMAL,19.0,30.7,1104.51,BULLISH,2.09,24.33,Reduce / Wait,,0,0,0.0,30.7,False,False,LOW
2010-09-07,23.8,HIGH_VOL,27.2,54.6,1091.84,NEUTRAL,0.89,23.65,Iron Condor (High Vol),iron_condor_hv,0,0,21.0,54.6,True,False,NEUTRAL
2010-09-08,23.25,HIGH_VOL,25.4,50.6,1098.87,BULLISH,1.5,23.09,Iron Condor (High Vol),iron_condor_hv,1,0,17.7,50.6,True,False,NEUTRAL
2010-09-09,22.81,HIGH_VOL,23.9,45.4,1104.18,BULLISH,1.87,22.87,Iron Condor (High Vol),iron_condor_hv,2,0,14.5,45.4,False,False,NEUTRAL
2010-09-10,21.99,NORMAL,21.2,36.7,1109.55,BULLISH,2.21,22.63,Reduce / Wait,,0,0,3.2,36.7,False,False,LOW
2010-09-13,21.21,NORMAL,18.6,30.3,1121.9,BULLISH,3.17,22.61,Reduce / Wait,,0,0,0.0,30.3,False,False,LOW
2010-09-14,21.56,NORMAL,19.8,33.5,1121.1,BULLISH,2.91,22.16,Reduce / Wait,,0,0,3.2,33.5,False,False,LOW
2010-09-15,22.1,HIGH_VOL,21.6,38.6,1125.07,BULLISH,3.09,21.93,Bull Put Spread (High Vol),bull_put_spread_hv,0,0,9.7,38.6,False,False,LOW
2010-09-16,21.72,NORMAL,20.3,35.9,1124.66,BULLISH,2.93,21.72,Reduce / Wait,,0,0,4.8,35.9,False,False,LOW
2010-09-17,22.01,HIGH_VOL,21.3,38.2,1125.59,BULLISH,2.92,21.72,Bull Put Spread (High Vol),bull_put_spread_hv,0,0,9.7,38.2,False,False,LOW
2010-09-20,21.5,NORMAL,19.6,33.5,1142.71,BULLISH,4.36,21.78,Reduce / Wait,,0,0,3.2,33.5,False,False,LOW
2010-09-21,22.35,HIGH_VOL,22.4,44.2,1139.78,BULLISH,3.97,21.94,Iron Condor (High Vol),iron_condor_hv,0,0,21.0,44.2,False,False,NEUTRAL
2010-09-22,22.51,HIGH_VOL,22.9,45.8,1134.28,BULLISH,3.4,22.02,Iron Condor (High Vol),iron_condor_hv,1,0,24.2,45.8,False,False,NEUTRAL
2010-09-23,23.87,HIGH_VOL,27.4,57.4,1124.83,BULLISH,2.48,22.45,Iron Condor (High Vol),iron_condor_hv,2,0,40.3,57.4,True,False,NEUTRAL
2010-09-24,21.71,NORMAL,20.3,36.3,1148.67,BULLISH,4.55,22.39,Reduce / Wait,,0,0,6.5,36.3,False,False,LOW
2010-09-27,22.54,HIGH_VOL,23.0,47.0,1142.16,BULLISH,3.82,22.6,Iron Condor (High Vol),iron_condor_hv,0,0,27.4,47.0,False,False,NEUTRAL
2010-09-28,22.6,HIGH_VOL,23.2,47.8,1147.7,BULLISH,4.17,22.65,Iron Condor (High Vol),iron_condor_hv,1,0,29.0,47.8,False,False,NEUTRAL
2010-09-29,23.25,HIGH_VOL,25.4,55.4,1144.73,BULLISH,3.79,22.79,Iron Condor (High Vol),iron_condor_hv,2,0,38.7,55.4,True,False,NEUTRAL
2010-09-30,23.7,HIGH_VOL,26.9,57.8,1141.2,BULLISH,3.34,22.76,Iron Condor (High Vol),iron_condor_hv,3,0,45.2,57.8,True,False,NEUTRAL
2010-10-01,22.5,HIGH_VOL,22.9,46.2,1146.24,BULLISH,3.69,22.92,Iron Condor (High Vol),iron_condor_hv,4,0,25.8,46.2,False,False,NEUTRAL
2010-10-04,23.53,HIGH_VOL,26.3,57.8,1137.03,BULLISH,2.8,23.12,Iron Condor (High Vol),iron_condor_hv,7,0,46.8,57.8,True,False,NEUTRAL
2010-10-05,21.76,NORMAL,20.5,38.2,1160.75,BULLISH,4.85,22.95,Reduce / Wait,,0,0,11.3,38.2,False,False,LOW
2010-10-06,21.49,NORMAL,19.6,32.7,1159.97,BULLISH,4.7,22.6,Reduce / Wait,,0,0,3.2,32.7,False,False,LOW
2010-10-07,21.56,NORMAL,19.8,34.3,1158.06,BULLISH,4.43,22.17,Reduce / Wait,,0,0,6.5,34.3,False,False,LOW
2010-10-08,20.71,NORMAL,17.0,28.3,1165.15,BULLISH,4.94,21.81,Reduce / Wait,,0,0,0.0,28.3,False,False,LOW
2010-10-11,18.96,NORMAL,11.2,18.7,1165.32,BULLISH,4.84,20.9,Reduce / Wait,,0,0,0.0,18.7,False,False,LOW
2010-10-12,18.93,NORMAL,11.1,18.7,1169.77,BULLISH,5.16,20.33,Reduce / Wait,,0,0,0.0,18.7,False,False,LOW
2010-10-13,19.07,NORMAL,11.6,20.3,1178.1,BULLISH,5.8,19.85,Reduce / Wait,,0,0,3.2,20.3,False,False,LOW
2010-10-14,19.88,NORMAL,14.2,23.5,1173.81,BULLISH,5.32,19.51,Reduce / Wait,,0,0,4.8,23.5,False,False,LOW
2010-10-15,19.03,NORMAL,11.4,19.5,1176.19,BULLISH,5.44,19.17,Reduce / Wait,,0,0,3.2,19.5,False,False,LOW
2010-10-18,19.09,NORMAL,11.6,21.1,1184.71,BULLISH,6.08,19.2,Reduce / Wait,,0,0,6.5,21.1,False,False,LOW
2010-10-19,20.63,NORMAL,16.7,29.9,1165.9,BULLISH,4.33,19.54,Reduce / Wait,,0,0,9.7,29.9,False,False,LOW
2010-10-20,19.79,NORMAL,13.9,24.3,1178.17,BULLISH,5.32,19.68,Reduce / Wait,,0,0,8.1,24.3,False,False,LOW
2010-10-21,19.27,NORMAL,12.2,22.3,1180.26,BULLISH,5.34,19.56,Reduce / Wait,,0,0,8.1,22.3,False,False,LOW
2010-10-22,18.78,NORMAL,10.6,18.3,1183.08,BULLISH,5.4,19.51,Reduce / Wait,,0,0,0.0,18.3,False,False,LOW
2010-10-25,19.85,NORMAL,14.1,25.5,1185.62,BULLISH,5.43,19.66,Reduce / Wait,,0,0,12.9,25.5,False,False,LOW
2010-10-26,20.22,NORMAL,15.4,29.5,1185.64,BULLISH,5.23,19.58,Reduce / Wait,,0,0,16.1,29.5,False,False,LOW
2010-10-27,20.71,NORMAL,17.0,32.7,1182.45,BULLISH,4.78,19.77,Reduce / Wait,,0,0,19.4,32.7,False,False,LOW
2010-10-28,20.88,NORMAL,17.5,33.5,1183.78,BULLISH,4.73,20.09,Reduce / Wait,,0,0,22.6,33.5,False,False,LOW
2010-10-29,21.2,NORMAL,18.6,35.5,1183.26,BULLISH,4.49,20.57,Reduce / Wait,,0,0,24.2,35.5,False,False,LOW
2010-11-01,21.83,NORMAL,20.7,43.8,1184.38,BULLISH,4.38,20.97,Reduce / Wait,,0,0,41.9,43.8,False,False,NEUTRAL
2010-11-02,21.57,NORMAL,19.8,39.8,1193.57,BULLISH,4.95,21.24,Reduce / Wait,,0,0,35.5,39.8,False,False,LOW
2010-11-03,19.56,NORMAL,13.2,24.7,1197.96,BULLISH,5.07,21.01,Reduce / Wait,,0,0,11.3,24.7,False,False,LOW
2010-11-04,18.52,NORMAL,9.7,17.1,1221.06,BULLISH,6.78,20.54,Reduce / Wait,,0,0,0.0,17.1,False,False,LOW
2010-11-05,18.26,NORMAL,8.9,15.9,1225.85,BULLISH,6.87,19.95,Reduce / Wait,,0,0,0.0,15.9,False,False,LOW
2010-11-08,18.29,NORMAL,9.0,16.3,1223.25,BULLISH,6.35,19.24,Reduce / Wait,,0,0,1.6,16.3,False,False,LOW
2010-11-09,19.08,NORMAL,11.6,22.7,1213.4,BULLISH,5.19,18.74,Reduce / Wait,,0,0,12.9,22.7,False,False,LOW
2010-11-10,18.47,NORMAL,9.6,17.9,1218.71,BULLISH,5.34,18.52,Reduce / Wait,,0,0,3.2,17.9,False,False,LOW
2010-11-11,18.64,NORMAL,10.1,19.1,1213.54,BULLISH,4.65,18.55,Reduce / Wait,,0,0,6.5,19.1,False,False,LOW
2010-11-12,20.61,NORMAL,16.7,34.7,1199.21,BULLISH,3.22,19.02,Reduce / Wait,,0,0,29.0,34.7,False,False,LOW
2010-11-15,20.2,NORMAL,15.3,32.3,1197.75,BULLISH,2.93,19.4,Reduce / Wait,,0,0,27.4,32.3,False,False,LOW
2010-11-16,22.58,HIGH_VOL,23.2,57.0,1178.34,BULLISH,1.12,20.1,Reduce / Wait,,0,0,69.4,57.0,False,False,NEUTRAL
2010-11-17,21.76,NORMAL,20.5,47.4,1178.59,BULLISH,1.0,20.76,Reduce / Wait,,0,0,54.8,47.4,False,True,NEUTRAL
2010-11-18,18.75,NORMAL,10.5,20.3,1196.69,BULLISH,2.39,20.78,Reduce / Wait,,0,0,8.1,20.3,False,False,LOW
2010-11-19,18.04,NORMAL,8.1,14.7,1199.73,BULLISH,2.49,20.27,Reduce / Wait,,0,0,0.0,14.7,False,False,LOW
2010-11-22,18.37,NORMAL,9.2,17.5,1197.84,BULLISH,2.19,19.9,Reduce / Wait,,0,0,4.8,17.5,False,False,LOW
2010-11-23,20.63,NORMAL,16.7,36.7,1180.73,NEUTRAL,0.63,19.51,Reduce / Wait,,0,0,37.1,36.7,False,False,LOW
2010-11-24,19.56,NORMAL,13.2,28.3,1198.35,BULLISH,2.01,19.07,Reduce / Wait,,0,0,25.8,28.3,False,False,LOW
2010-11-26,22.22,HIGH_VOL,22.0,53.0,1189.4,BULLISH,1.13,19.76,Reduce / Wait,,0,0,72.6,53.0,False,False,NEUTRAL
2010-11-29,21.53,NORMAL,19.7,43.4,1187.76,BULLISH,0.89,20.46,Bull Put Spread,bull_put_spread,0,0,54.8,43.4,False,True,NEUTRAL
2010-11-30,23.54,HIGH_VOL,26.3,64.5,1180.55,NEUTRAL,0.21,21.5,Reduce / Wait,,0,0,93.5,64.5,False,False,NEUTRAL
2010-12-01,21.36,NORMAL,19.1,41.4,1206.07,BULLISH,2.26,21.64,Reduce / Wait,,0,0,51.6,41.4,False,True,NEUTRAL
2010-12-02,19.39,NORMAL,12.6,27.1,1221.53,BULLISH,3.42,21.61,Reduce / Wait,,0,0,25.8,27.1,False,False,LOW
2010-12-03,18.01,NORMAL,8.0,14.7,1224.71,BULLISH,3.51,20.77,Reduce / Wait,,0,0,0.0,14.7,False,False,LOW
2010-12-06,18.02,NORMAL,8.1,15.1,1223.12,BULLISH,3.25,20.06,Reduce / Wait,,0,0,1.6,15.1,False,False,LOW
2010-12-07,17.99,NORMAL,8.0,14.3,1223.75,BULLISH,3.16,18.95,Reduce / Wait,,0,0,0.0,14.3,False,False,LOW
2010-12-08,17.74,NORMAL,7.1,12.4,1228.28,BULLISH,3.4,18.23,Reduce / Wait,,0,0,0.0,12.4,False,False,LOW
2010-12-09,17.25,NORMAL,5.5,7.6,1233.0,BULLISH,3.65,17.8,Reduce / Wait,,0,0,0.0,7.6,False,False,LOW
2010-12-10,17.61,NORMAL,6.7,12.0,1240.4,BULLISH,4.09,17.72,Reduce / Wait,,0,0,1.6,12.0,False,False,LOW
2010-12-13,17.55,NORMAL,6.5,9.6,1240.46,BULLISH,3.93,17.63,Reduce / Wait,,0,0,1.6,9.6,False,False,LOW
2010-12-14,17.61,NORMAL,6.7,12.4,1241.59,BULLISH,3.85,17.55,Reduce / Wait,,0,0,3.2,12.4,False,False,LOW
2010-12-15,17.94,NORMAL,7.8,16.3,1235.23,BULLISH,3.19,17.59,Reduce / Wait,,0,0,8.1,16.3,False,False,LOW
2010-12-16,17.39,NORMAL,6.0,8.4,1242.87,BULLISH,3.68,17.62,Reduce / Wait,,0,0,1.6,8.4,False,False,LOW
2010-12-17,16.11,NORMAL,1.8,1.6,1243.91,BULLISH,3.62,17.32,Reduce / Wait,,0,0,0.0,1.6,False,False,LOW
2010-12-20,16.41,NORMAL,2.7,4.0,1247.08,BULLISH,3.74,17.09,Reduce / Wait,,0,0,1.6,4.0,False,False,LOW
2010-12-21,16.49,NORMAL,3.0,5.2,1254.6,BULLISH,4.21,16.87,Reduce / Wait,,0,0,3.2,5.2,False,False,LOW
2010-12-22,15.45,NORMAL,0.0,0.0,1258.84,BULLISH,4.41,16.37,Reduce / Wait,,0,0,0.0,0.0,False,False,LOW
2010-12-23,16.47,NORMAL,3.4,4.8,1256.77,BULLISH,4.1,16.19,Reduce / Wait,,0,0,4.8,4.8,False,False,LOW
2010-12-27,17.67,NORMAL,7.3,15.9,1257.54,BULLISH,4.02,16.5,Reduce / Wait,,0,0,16.1,15.9,False,False,LOW
2010-12-28,17.52,NORMAL,6.8,12.0,1258.51,BULLISH,3.96,16.72,Reduce / Wait,,0,0,11.3,12.0,False,False,LOW
2010-12-29,17.28,NORMAL,6.0,10.0,1259.78,BULLISH,3.94,16.88,Reduce / Wait,,0,0,9.7,10.0,False,False,LOW
2010-12-30,17.52,NORMAL,6.8,12.4,1257.88,BULLISH,3.62,17.29,Reduce / Wait,,0,0,12.9,12.4,False,False,LOW
2010-12-31,17.75,NORMAL,7.6,18.3,1257.64,BULLISH,3.47,17.55,Reduce / Wait,,0,0,24.2,18.3,False,False,LOW
2011-01-03,17.61,NORMAL,7.1,15.9,1271.87,BULLISH,4.48,17.54,Reduce / Wait,,0,0,17.7,15.9,False,False,LOW
2011-01-04,17.38,NORMAL,6.4,10.8,1270.2,BULLISH,4.19,17.51,Reduce / Wait,,0,0,11.3,10.8,False,False,LOW
2011-01-05,17.02,NORMAL,5.2,8.8,1276.56,BULLISH,4.56,17.46,Reduce / Wait,,0,0,8.1,8.8,False,False,LOW
2011-01-06,17.4,NORMAL,6.4,12.0,1273.85,BULLISH,4.19,17.43,Reduce / Wait,,0,0,16.1,12.0,False,False,LOW
2011-01-07,17.14,NORMAL,5.6,10.0,1271.5,BULLISH,3.84,17.31,Reduce / Wait,,0,0,9.7,10.0,False,False,LOW
2011-01-10,17.54,NORMAL,6.9,14.7,1269.75,BULLISH,3.56,17.3,Reduce / Wait,,0,0,22.6,14.7,False,False,LOW
2011-01-11,16.89,NORMAL,4.7,8.0,1274.48,BULLISH,3.79,17.2,Reduce / Wait,,0,0,8.1,8.0,False,False,LOW
2011-01-12,16.24,NORMAL,2.6,3.6,1285.96,BULLISH,4.55,17.04,Reduce / Wait,,0,0,3.2,3.6,False,False,LOW
2011-01-13,16.39,NORMAL,3.1,4.8,1283.76,BULLISH,4.22,16.84,Reduce / Wait,,0,0,4.8,4.8,False,False,LOW
2011-01-14,15.46,NORMAL,0.0,0.4,1293.24,BULLISH,4.83,16.5,Reduce / Wait,,0,0,1.6,0.4,False,False,LOW
2011-01-18,15.87,NORMAL,1.4,2.0,1295.02,BULLISH,4.84,16.17,Reduce / Wait,,0,0,3.2,2.0,False,False,LOW
2011-01-19,17.31,NORMAL,6.1,13.1,1281.92,BULLISH,3.69,16.25,Reduce / Wait,,0,0,22.6,13.1,False,False,LOW
2011-01-20,17.99,NORMAL,8.4,23.9,1280.26,BULLISH,3.46,16.6,Reduce / Wait,,0,0,46.8,23.9,False,False,LOW
2011-01-21,18.47,NORMAL,10.0,29.1,1283.35,BULLISH,3.59,17.02,Reduce / Wait,,0,0,59.7,29.1,False,True,LOW
2011-01-24,17.65,NORMAL,7.3,20.7,1290.84,BULLISH,4.08,17.46,Reduce / Wait,,0,0,40.3,20.7,False,False,LOW
2011-01-25,17.59,NORMAL,7.1,18.7,1291.18,BULLISH,3.97,17.8,Reduce / Wait,,0,0,35.5,18.7,False,False,LOW
2011-01-26,16.64,NORMAL,3.9,9.2,1296.63,BULLISH,4.25,17.67,Reduce / Wait,,0,0,14.5,9.2,False,False,LOW
2011-01-27,16.15,NORMAL,2.3,3.6,1299.54,BULLISH,4.31,17.3,Reduce / Wait,,0,0,6.5,3.6,False,False,LOW
2011-01-28,20.04,NORMAL,15.1,41.4,1276.34,BULLISH,2.29,17.61,Reduce / Wait,,0,0,80.6,41.4,False,True,NEUTRAL
2011-01-31,19.53,NORMAL,13.4,38.6,1286.12,BULLISH,2.89,17.99,Reduce / Wait,,0,0,77.4,38.6,False,True,LOW
2011-02-01,17.63,NORMAL,7.2,21.9,1307.59,BULLISH,4.43,18.0,Reduce / Wait,,0,0,45.2,21.9,False,False,LOW
2011-02-02,17.3,NORMAL,6.1,13.9,1304.03,BULLISH,3.97,18.13,Reduce / Wait,,0,0,25.8,13.9,False,False,LOW
2011-02-03,16.69,NORMAL,4.1,10.0,1307.1,BULLISH,4.03,18.24,Reduce / Wait,,0,0,17.7,10.0,False,False,LOW
2011-02-04,15.93,NORMAL,1.6,2.8,1310.87,BULLISH,4.12,17.42,Reduce / Wait,,0,0,4.8,2.8,False,False,LOW
2011-02-07,16.28,NORMAL,2.7,5.6,1319.05,BULLISH,4.57,16.77,Reduce / Wait,,0,0,11.3,5.6,False,False,LOW
2011-02-08,15.81,NORMAL,1.2,2.0,1324.57,BULLISH,4.78,16.4,Reduce / Wait,,0,0,3.2,2.0,False,False,LOW
2011-02-09,15.87,NORMAL,1.4,2.4,1320.88,BULLISH,4.27,16.12,Reduce / Wait,,0,0,4.8,2.4,False,False,LOW
2011-02-10,16.09,NORMAL,2.1,4.0,1321.87,BULLISH,4.11,16.0,Reduce / Wait,,0,0,9.7,4.0,False,False,LOW
2011-02-11,15.69,NORMAL,0.8,1.6,1329.15,BULLISH,4.48,15.95,Reduce / Wait,,0,0,3.2,1.6,False,False,LOW
2011-02-14,15.95,NORMAL,1.6,4.4,1332.32,BULLISH,4.55,15.88,Reduce / Wait,,0,0,11.3,4.4,False,False,LOW
2011-02-15,16.37,NORMAL,3.0,8.8,1328.01,BULLISH,4.04,15.99,Reduce / Wait,,0,0,21.0,8.8,False,False,LOW
2011-02-16,16.72,NORMAL,4.2,13.5,1336.32,BULLISH,4.51,16.16,Reduce / Wait,,0,0,32.3,13.5,False,False,LOW
2011-02-17,16.59,NORMAL,3.8,11.6,1340.43,BULLISH,4.64,16.26,Reduce / Wait,,0,0,29.0,11.6,False,False,LOW
2011-02-18,16.43,NORMAL,3.2,10.0,1343.01,BULLISH,4.66,16.41,Reduce / Wait,,0,0,25.8,10.0,False,False,LOW
2011-02-22,20.8,NORMAL,17.6,51.0,1315.44,BULLISH,2.38,17.38,Reduce / Wait,,0,0,93.5,51.0,False,False,NEUTRAL
2011-02-23,22.13,HIGH_VOL,22.0,60.6,1307.4,BULLISH,1.64,18.53,Reduce / Wait,,0,0,96.8,60.6,False,False,NEUTRAL
2011-02-24,21.32,NORMAL,19.3,52.6,1306.1,BULLISH,1.44,19.45,Reduce / Wait,,0,0,91.9,52.6,False,False,NEUTRAL
2011-02-25,19.22,NORMAL,12.4,42.6,1319.88,BULLISH,2.38,19.98,Reduce / Wait,,0,0,83.9,42.6,False,True,NEUTRAL
2011-02-28,18.35,NORMAL,9.6,34.7,1327.22,BULLISH,2.81,20.36,Reduce / Wait,,0,0,82.3,34.7,False,True,LOW
2011-03-01,21.01,NORMAL,18.3,50.6,1306.33,BULLISH,1.09,20.41,Reduce / Wait,,0,0,93.5,50.6,False,False,NEUTRAL
2011-03-02,20.7,NORMAL,17.3,48.6,1308.44,BULLISH,1.15,20.12,Reduce / Wait,,0,0,91.9,48.6,False,True,NEUTRAL
2011-03-03,18.6,NORMAL,10.4,38.2,1330.97,BULLISH,2.76,19.58,Reduce / Wait,,0,0,85.5,38.2,False,True,LOW
2011-03-04,19.06,NORMAL,11.9,40.6,1321.15,BULLISH,1.9,19.54,Reduce / Wait,,0,0,87.1,40.6,False,True,NEUTRAL
2011-03-07,20.66,NORMAL,17.2,48.2,1310.13,BULLISH,0.97,20.01,Bull Put Spread,bull_put_spread,0,0,91.9,48.2,False,True,NEUTRAL
2011-03-08,19.82,NORMAL,14.4,44.2,1321.82,BULLISH,1.77,19.77,Bull Put Spread,bull_put_spread,0,0,88.7,44.2,False,True,NEUTRAL
2011-03-09,20.22,NORMAL,15.7,46.2,1320.02,BULLISH,1.53,19.67,Bull Put Spread,bull_put_spread,0,0,90.3,46.2,False,True,NEUTRAL
2011-03-10,21.88,NORMAL,21.2,57.8,1295.11,NEUTRAL,-0.44,20.33,Reduce / Wait,,0,0,98.4,57.8,False,False,NEUTRAL
2011-03-11,20.08,NORMAL,15.3,44.6,1304.28,NEUTRAL,0.19,20.53,Reduce / Wait,,0,0,87.1,44.6,False,True,NEUTRAL
2011-03-14,21.13,NORMAL,18.7,50.6,1296.39,NEUTRAL,-0.47,20.63,Reduce / Wait,,0,0,95.2,50.6,False,False,NEUTRAL
2011-03-15,24.32,HIGH_VOL,29.2,72.9,1281.87,BEARISH,-1.62,21.53,Reduce / Wait,,0,1,100.0,72.9,False,False,HIGH
2011-03-16,29.4,HIGH_VOL,46.0,89.2,1256.88,BEARISH,-3.52,23.36,Reduce / Wait,,1,2,100.0,89.2,False,False,HIGH
2011-03-17,26.37,HIGH_VOL,36.0,82.9,1273.72,BEARISH,-2.23,24.26,Iron Condor (High Vol),iron_condor_hv,2,3,98.4,82.9,False,False,HIGH
2011-03-18,24.44,HIGH_VOL,29.6,72.9,1279.21,BEARISH,-1.81,25.13,Iron Condor (High Vol),iron_condor_hv,3,4,96.8,72.9,False,False,HIGH
2011-03-21,20.61,NORMAL,17.0,44.2,1298.38,NEUTRAL,-0.38,25.03,Reduce / Wait,,0,0,80.6,44.2,False,True,NEUTRAL
2011-03-22,20.21,NORMAL,15.7,43.0,1293.77,NEUTRAL,-0.77,24.21,Reduce / Wait,,0,0,77.4,43.0,False,True,NEUTRAL
2011-03-23,19.17,NORMAL,12.3,37.1,1297.54,NEUTRAL,-0.52,22.16,Reduce / Wait,,0,0,67.7,37.1,False,True,LOW
2011-03-24,18.0,NORMAL,8.4,27.5,1309.66,NEUTRAL,0.36,20.49,Reduce / Wait,,0,0,59.7,27.5,False,True,LOW
2011-03-25,17.91,NORMAL,8.1,25.9,1313.8,NEUTRAL,0.63,19.18,Reduce / Wait,,0,0,56.5,25.9,False,True,LOW
2011-03-28,19.44,NORMAL,13.2,38.2,1310.19,NEUTRAL,0.31,18.95,Reduce / Wait,,0,0,69.4,38.2,False,True,LOW
2011-03-29,18.16,NORMAL,8.9,28.3,1319.44,BULLISH,0.98,18.54,Reduce / Wait,,0,0,58.1,28.3,False,True,LOW
2011-03-30,17.71,NORMAL,7.4,23.9,1328.26,BULLISH,1.6,18.24,Reduce / Wait,,0,0,50.0,23.9,False,True,LOW
2011-03-31,17.74,NORMAL,7.5,23.9,1325.83,BULLISH,1.35,18.19,Reduce / Wait,,0,0,50.0,23.9,False,True,LOW
2011-04-01,17.4,NORMAL,6.4,17.9,1332.41,BULLISH,1.77,18.09,Reduce / Wait,,0,0,38.7,17.9,False,False,LOW
2011-04-04,17.5,NORMAL,6.8,18.7,1332.87,BULLISH,1.73,17.7,Reduce / Wait,,0,0,41.9,18.7,False,False,LOW
2011-04-05,17.25,NORMAL,5.9,14.3,1332.63,BULLISH,1.65,17.52,Reduce / Wait,,0,0,33.9,14.3,False,False,LOW
2011-04-06,16.9,NORMAL,4.8,13.1,1335.54,BULLISH,1.8,17.36,Reduce / Wait,,0,0,30.6,13.1,False,False,LOW
2011-04-07,17.11,NORMAL,5.5,13.5,1333.51,BULLISH,1.59,17.23,Reduce / Wait,,0,0,32.3,13.5,False,False,LOW
2011-04-08,17.87,NORMAL,8.0,24.7,1328.17,BULLISH,1.14,17.33,Reduce / Wait,,0,0,51.6,24.7,False,True,LOW
2011-04-11,16.59,NORMAL,3.8,9.6,1324.46,BULLISH,0.78,17.14,Reduce / Wait,,0,0,22.6,9.6,False,False,LOW
2011-04-12,17.09,NORMAL,5.4,12.7,1314.16,NEUTRAL,-0.05,17.11,Reduce / Wait,,0,0,32.3,12.7,False,False,LOW
2011-04-13,16.92,NORMAL,4.8,12.0,1314.41,NEUTRAL,-0.04,17.12,Reduce / Wait,,0,0,30.6,12.0,False,False,LOW
2011-04-14,16.27,NORMAL,2.7,5.2,1314.52,NEUTRAL,-0.04,16.95,Reduce / Wait,,0,0,14.5,5.2,False,False,LOW
2011-04-15,15.32,NORMAL,0.0,0.0,1319.68,BULLISH,0.33,16.44,Reduce / Wait,,0,0,0.0,0.0,False,False,LOW
2011-04-18,16.96,NORMAL,5.4,12.7,1305.14,BEARISH,-0.77,16.51,Reduce / Wait,,0,1,30.6,12.7,False,False,LOW
2011-04-19,15.83,NORMAL,1.7,2.0,1312.62,NEUTRAL,-0.19,16.26,Reduce / Wait,,0,0,4.8,2.0,False,False,LOW
2011-04-20,15.07,NORMAL,0.0,0.0,1330.36,BULLISH,1.15,15.89,Reduce / Wait,,0,0,0.0,0.0,False,False,LOW
2011-04-21,14.69,LOW_VOL,0.0,0.0,1337.38,BULLISH,1.66,15.57,Bull Call Diagonal,bull_call_diagonal,0,0,0.0,0.0,False,False,LOW
2011-04-25,15.77,NORMAL,3.5,2.4,1335.25,BULLISH,1.48,15.66,Reduce / Wait,,0,0,6.5,2.4,False,False,LOW
2011-04-26,15.62,NORMAL,3.0,2.0,1347.24,BULLISH,2.36,15.4,Reduce / Wait,,0,0,4.8,2.0,False,False,LOW
2011-04-27,15.35,NORMAL,2.1,1.2,1355.66,BULLISH,2.96,15.3,Reduce / Wait,,0,0,4.8,1.2,False,False,LOW
2011-04-28,14.62,LOW_VOL,0.0,0.0,1360.48,BULLISH,3.28,15.21,Bull Call Diagonal,bull_call_diagonal,0,0,0.0,0.0,False,False,LOW
2011-04-29,14.75,LOW_VOL,0.4,0.8,1363.61,BULLISH,3.47,15.22,Bull Call Diagonal,bull_call_diagonal,0,0,3.2,0.8,False,False,LOW
2011-05-02,15.99,NORMAL,4.4,6.8,1361.22,BULLISH,3.26,15.27,Reduce / Wait,,0,0,22.6,6.8,False,False,LOW
2011-05-03,16.7,NORMAL,6.7,13.5,1356.62,BULLISH,2.89,15.48,Reduce / Wait,,0,0,37.1,13.5,False,False,LOW
2011-05-04,17.08,NORMAL,7.9,16.3,1347.32,BULLISH,2.13,15.83,Reduce / Wait,,0,0,45.2,16.3,False,False,LOW
2011-05-05,18.2,NORMAL,11.5,31.9,1335.1,BULLISH,1.16,16.54,Reduce / Wait,,0,0,62.9,31.9,False,True,LOW
2011-05-06,18.4,NORMAL,12.1,33.9,1340.2,BULLISH,1.5,17.27,Reduce / Wait,,0,0,64.5,33.9,False,True,LOW
2011-05-09,17.16,NORMAL,8.1,17.9,1346.29,BULLISH,1.92,17.51,Reduce / Wait,,0,0,45.2,17.9,False,False,LOW
2011-05-10,15.91,NORMAL,4.1,6.0,1357.16,BULLISH,2.7,17.35,Reduce / Wait,,0,0,17.7,6.0,False,False,LOW
2011-05-11,16.95,NORMAL,7.5,15.9,1342.08,BULLISH,1.5,17.32,Reduce / Wait,,0,0,37.1,15.9,False,False,LOW
2011-05-12,16.03,NORMAL,4.5,7.6,1348.65,BULLISH,1.93,16.89,Reduce / Wait,,0,0,21.0,7.6,False,False,LOW
